GO	description	category	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
GO:0003896	DNA primase activity	molecular function	756	681	1281	851	293	277	1382	998	962	972	934	1290	1278	1286	2220	2245	2206	3499	3533	3481	1403	2689	4636
GO:0003899	DNA-directed RNA polymerase activity	molecular function	17310	14184	26937	15665	2571	2718	13503	6463	11356	11419	11088	16064	15470	15302	39605	39604	38731	56450	56145	55164	17315	29999	60836
GO:0003905	alkylbase DNA N-glycosylase activity	molecular function	868	712	1363	561	139	187	824	235	568	576	565	840	830	877	1934	1874	1988	2241	2432	2219	995	2059	2279
GO:0003906	DNA-(apurinic or apyrimidinic site) lyase activity	molecular function	1081	1070	1951	1261	374	470	2163	636	872	829	833	1433	1374	1358	2147	2143	2093	3611	3466	3462	1059	2133	3241
GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular function	439	418	732	400	121	138	734	209	417	432	393	539	470	470	1214	1144	1129	1720	1727	1689	419	711	1318
GO:0003909	DNA ligase activity	molecular function	87	172	253	187	52	55	267	107	133	131	137	264	230	250	135	139	149	510	466	504	148	330	451
GO:0003910	DNA ligase (ATP) activity	molecular function	419	671	1232	841	272	266	1369	628	311	301	324	798	658	722	808	827	777	2152	2147	2035	164	430	984
GO:0003911	DNA ligase (NAD+) activity	molecular function	3468	3154	5667	2883	576	714	3145	1172	2693	2669	2566	3138	3192	3136	7729	7524	7328	11301	11140	11213	4426	7366	13827
GO:0003916	DNA topoisomerase activity	molecular function	6345	5364	9804	5383	1024	1183	5681	2679	3744	3666	3557	5232	5038	5015	13617	13717	13030	18771	18190	18165	4374	7432	15027
GO:0003917	DNA topoisomerase type I activity	molecular function	496	440	787	494	123	132	638	335	323	290	271	465	495	476	863	917	857	2426	2348	2408	553	1172	1905
GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular function	10789	9794	18453	10737	1932	2163	10450	4144	9716	9367	9112	12308	12420	11886	24939	25590	24659	43403	42555	42188	13501	23492	44890
GO:0003919	FMN adenylyltransferase activity	molecular function	1019	904	1704	889	180	218	1089	313	695	700	617	1020	931	959	2133	2207	2180	3185	3181	3074	820	1313	2185
GO:0003922	GMP synthase (glutamine-hydrolyzing) activity	molecular function	873	826	1467	768	147	193	839	269	593	574	580	717	743	799	1792	1722	1801	2790	2791	2814	1032	1906	2809
GO:0003924	GTPase activity	molecular function	5353	4661	8855	5285	1162	1239	6151	2324	2754	2729	2629	3894	3906	3884	7522	7454	7389	12645	12622	11932	3824	7690	13361
GO:0003933	GTP cyclohydrolase activity	molecular function	319	410	798	464	77	64	259	83	298	288	255	345	360	310	790	849	745	2011	2069	2014	314	280	637
GO:0003934	GTP cyclohydrolase I activity	molecular function	562	434	880	431	134	116	651	209	389	371	362	474	508	483	1225	1170	1146	1643	1641	1634	498	855	1235
GO:0003935	GTP cyclohydrolase II activity	molecular function	2	5	8	6	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003937	IMP cyclohydrolase activity	molecular function	2362	2118	3933	2033	394	456	2303	680	1371	1509	1377	1993	1942	1873	4527	4617	4714	7517	7321	7329	1938	3243	5231
GO:0003941	L-serine ammonia-lyase activity	molecular function	21	22	41	0	74	82	308	109	302	315	277	452	472	418	434	391	404	2515	2620	2525	320	498	1321
GO:0003942	N-acetyl-gamma-glutamyl-phosphate reductase activity	molecular function	2221	2029	3543	2078	333	381	1946	559	1089	1096	1041	1385	1407	1406	3738	3694	3677	5881	5958	5743	1157	2006	3441
GO:0003950	NAD+ ADP-ribosyltransferase activity	molecular function	1	1	2	2	29	11	70	89	39	38	50	20	23	20	70	52	61	69	77	76	48	121	236
GO:0003951	NAD+ kinase activity	molecular function	1549	1268	2499	1172	402	401	2010	563	1199	1190	1161	1653	1704	1603	3640	3624	3559	5551	5338	5438	1728	3055	4386
GO:0003952	NAD+ synthase (glutamine-hydrolyzing) activity	molecular function	653	572	1037	492	79	77	374	91	45	41	33	33	42	33	169	215	179	345	293	299	0	0	1
GO:0003954	NADH dehydrogenase activity	molecular function	0	0	0	0	1	0	3	1	0	0	0	0	1	1	1	4	2	2	5	4	3	8	9
GO:0003956	NAD(P)+-protein-arginine ADP-ribosyltransferase activity	molecular function	0	0	0	0	1	0	3	2	0	0	1	2	1	2	2	0	3	3	0	1	0	3	3
GO:0003964	RNA-directed DNA polymerase activity	molecular function	0	0	0	0	38	33	164	88	117	87	104	94	83	89	152	183	123	355	359	275	48	97	135
GO:0003968	RNA-directed RNA polymerase activity	molecular function	2	1	1	0	0	0	16	5	0	3	7	0	2	2	12	14	11	15	13	27	8	14	74
GO:0003972	RNA ligase (ATP) activity	molecular function	0	0	0	0	2	0	2	2	0	0	0	0	0	0	1	0	1	0	1	2	0	0	1
GO:0003978	UDP-glucose 4-epimerase activity	molecular function	9	3	9	0	3	4	45	8	8	30	17	43	26	31	170	177	179	384	384	363	49	66	126
GO:0003980	UDP-glucose:glycoprotein glucosyltransferase activity	molecular function	0	0	0	0	0	0	1	3	0	0	0	1	1	2	4	3	2	12	8	10	0	8	13
GO:0003984	acetolactate synthase activity	molecular function	861	732	1393	747	95	111	526	151	101	97	109	219	233	208	547	454	414	876	815	744	1	2	2
GO:0003989	acetyl-CoA carboxylase activity	molecular function	2985	2457	4719	2491	320	305	1530	488	1225	1224	1196	1323	1260	1282	4299	4192	4118	6745	6716	6550	1130	1510	2890
GO:0003991	acetylglutamate kinase activity	molecular function	9	12	11	12	1	2	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003993	acid phosphatase activity	molecular function	138	97	182	84	44	32	205	172	102	107	102	99	106	120	197	205	185	375	360	344	81	148	323
GO:0003994	aconitate hydratase activity	molecular function	0	0	0	0	61	67	245	46	318	322	306	221	241	184	196	169	177	3383	3299	3201	364	330	1899
GO:0003995	acyl-CoA dehydrogenase activity	molecular function	1939	2628	4737	2769	1888	2311	11337	2444	3949	3797	3518	4778	4511	4587	6817	6517	6310	17112	16606	15983	2977	4710	7507
GO:0003997	acyl-CoA oxidase activity	molecular function	0	0	0	0	6	5	17	9	8	10	4	32	28	21	15	18	16	77	91	61	4	10	20
GO:0003998	acylphosphatase activity	molecular function	72	107	176	116	18	23	69	26	10	9	12	31	22	26	36	39	39	80	75	70	1	5	3
GO:0003999	adenine phosphoribosyltransferase activity	molecular function	12	8	18	3	3	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004000	adenosine deaminase activity	molecular function	0	0	0	0	0	0	1	4	1	0	0	1	1	0	0	1	3	15	9	14	2	8	13
GO:0004001	adenosine kinase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004003	ATP-dependent DNA helicase activity	molecular function	0	0	0	2	23	26	94	46	13	23	19	41	27	29	45	56	53	321	338	325	10	34	164
GO:0004004	ATP-dependent RNA helicase activity	molecular function	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	2	2
GO:0004013	adenosylhomocysteinase activity	molecular function	2307	2109	3802	2264	425	528	2442	751	1791	1900	1866	2416	2384	2367	4879	4901	4746	8884	8920	8700	2627	3906	7223
GO:0004014	adenosylmethionine decarboxylase activity	molecular function	627	552	1073	636	46	59	307	119	239	245	244	212	231	216	764	775	698	1091	1156	1139	219	401	791
GO:0004016	adenylate cyclase activity	molecular function	0	0	0	0	5	0	16	7	21	18	17	4	5	3	67	74	63	963	944	980	26	27	399
GO:0004017	adenylate kinase activity	molecular function	241	246	453	306	33	28	164	48	132	125	119	151	124	144	648	649	651	977	972	901	137	206	441
GO:0004018	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity	molecular function	167	266	521	362	47	42	216	110	297	260	287	192	214	177	394	437	443	1771	1893	1816	170	185	569
GO:0004019	adenylosuccinate synthase activity	molecular function	3391	2861	5283	2771	568	649	3093	1112	2246	2104	2131	3152	3194	3257	7599	7528	7418	11033	11341	10714	3922	6992	11192
GO:0004020	adenylylsulfate kinase activity	molecular function	87	68	112	69	6	9	41	9	0	1	1	1	0	1	4	8	3	7	7	2	0	0	0
GO:0004022	alcohol dehydrogenase (NAD) activity	molecular function	37	50	90	41	35	44	239	62	116	134	98	190	200	194	298	295	295	624	596	627	66	125	129
GO:0004037	allantoicase activity	molecular function	0	0	0	0	26	35	138	56	206	199	179	137	142	117	395	477	430	957	968	896	149	193	433
GO:0004040	amidase activity	molecular function	105	182	361	267	76	96	427	159	196	175	177	172	180	131	135	132	124	805	791	783	178	293	511
GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	molecular function	2	4	10	8	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004045	aminoacyl-tRNA hydrolase activity	molecular function	1073	1021	1830	1074	258	294	1267	623	1179	1124	1015	1411	1387	1396	2879	2836	2984	4454	4609	4504	1701	3141	5939
GO:0004048	anthranilate phosphoribosyltransferase activity	molecular function	45	48	99	64	5	3	29	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004055	argininosuccinate synthase activity	molecular function	3199	2999	5043	2990	401	490	2169	681	1804	1805	1720	3237	3038	3108	7616	7484	7455	10508	10543	10152	3602	6810	9173
GO:0004056	argininosuccinate lyase activity	molecular function	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004057	arginyltransferase activity	molecular function	264	415	831	560	67	71	335	79	351	325	335	376	342	309	838	822	835	2438	2482	2454	294	355	948
GO:0004061	arylformamidase activity	molecular function	1360	1018	2045	920	162	170	829	271	504	483	522	822	819	802	989	988	928	1421	1534	1388	319	582	765
GO:0004064	arylesterase activity	molecular function	0	0	0	0	3	2	6	2	38	36	33	25	21	15	23	24	22	38	51	34	20	22	16
GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular function	6028	5268	9730	5778	753	769	3714	1124	2904	2918	2762	3056	2961	2996	12135	12127	11798	11235	10992	10688	3090	5144	7615
GO:0004068	aspartate 1-decarboxylase activity	molecular function	975	865	1524	879	86	114	545	160	295	242	257	370	380	365	1096	1144	1114	1667	1726	1780	698	1431	1989
GO:0004070	aspartate carbamoyltransferase activity	molecular function	445	379	816	491	93	107	526	159	76	63	47	98	100	108	202	211	188	250	250	215	0	0	0
GO:0004071	aspartate-ammonia ligase activity	molecular function	0	0	1	0	11	10	43	19	20	21	37	59	58	68	67	75	64	84	92	92	81	234	301
GO:0004072	aspartate kinase activity	molecular function	332	318	497	324	83	83	382	103	251	218	213	294	270	289	626	633	645	877	819	847	250	477	719
GO:0004073	aspartate-semialdehyde dehydrogenase activity	molecular function	90	132	241	149	31	39	226	40	39	58	39	53	89	77	164	151	149	483	496	465	94	165	304
GO:0004074	biliverdin reductase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GO:0004076	biotin synthase activity	molecular function	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004077	biotin-[acetyl-CoA-carboxylase] ligase activity	molecular function	74	55	141	75	9	10	40	7	3	1	0	2	1	1	11	4	4	24	12	12	0	0	0
GO:0004084	branched-chain-amino-acid transaminase activity	molecular function	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004089	carbonate dehydratase activity	molecular function	1385	1278	2400	1263	354	333	1669	572	1483	1494	1483	1930	1881	1786	3405	3463	3253	7808	7742	7680	1855	2923	5400
GO:0004096	catalase activity	molecular function	2474	1937	3495	1688	243	308	1325	396	825	863	810	1203	1188	1197	811	779	810	11420	11190	11502	1308	2400	5473
GO:0004097	catechol oxidase activity	molecular function	0	0	0	0	2	1	9	1	3	4	2	11	19	15	5	3	11	5	7	9	2	3	14
GO:0004100	chitin synthase activity	molecular function	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	7	5	2	1	3	24
GO:0004104	cholinesterase activity	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004106	chorismate mutase activity	molecular function	120	108	251	147	8	12	49	15	8	3	7	5	6	6	35	33	28	52	62	40	0	1	10
GO:0004107	chorismate synthase activity	molecular function	2449	2154	3946	2050	419	494	2386	730	2133	2212	2019	2442	2484	2463	5814	5826	5720	8876	8647	8623	3275	5602	8718
GO:0004109	coproporphyrinogen oxidase activity	molecular function	489	694	1238	837	113	140	617	198	804	831	834	683	801	759	1549	1672	1644	5620	5735	5587	872	1075	3425
GO:0004112	cyclic-nucleotide phosphodiesterase activity	molecular function	0	0	0	0	0	0	0	1	1	0	0	2	0	2	1	0	0	2	2	1	0	0	0
GO:0004113	2',3'-cyclic-nucleotide 3'-phosphodiesterase activity	molecular function	52	40	86	60	19	13	65	20	5	2	6	4	13	8	7	7	13	14	11	7	0	0	1
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular function	0	0	0	0	1	1	7	23	8	19	13	8	7	7	57	63	29	57	48	54	10	59	212
GO:0004115	3',5'-cyclic-AMP phosphodiesterase activity	molecular function	43	60	131	96	7	6	34	7	16	16	18	14	19	15	45	39	40	225	223	233	9	7	25
GO:0004125	L-seryl-tRNASec selenium transferase activity	molecular function	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004126	cytidine deaminase activity	molecular function	0	0	0	0	36	36	203	56	103	120	86	167	169	164	139	149	155	304	294	325	81	162	260
GO:0004127	cytidylate kinase activity	molecular function	1727	1495	2723	1491	238	277	1470	435	979	956	1041	1354	1355	1274	2813	2735	2703	4445	4497	4376	1319	2430	3637
GO:0004129	cytochrome-c oxidase activity	molecular function	3227	4386	8628	5654	1788	1867	8596	2843	6538	6283	6378	9392	9403	9199	13930	13740	13643	36373	36072	35417	9036	14517	26698
GO:0004134	4-alpha-glucanotransferase activity	molecular function	3137	2795	4943	2698	357	395	1619	576	1202	1119	1085	1935	1855	1753	3380	3339	3275	4326	4189	4147	1270	2768	2747
GO:0004139	deoxyribose-phosphate aldolase activity	molecular function	97	61	136	59	2	9	47	12	0	2	2	1	3	0	7	4	4	0	5	1	0	0	0
GO:0004140	dephospho-CoA kinase activity	molecular function	1037	970	1823	924	222	287	1224	340	767	797	764	1001	960	902	2257	2139	2154	3869	3838	3735	755	1194	2107
GO:0004141	dethiobiotin synthase activity	molecular function	136	112	236	138	1	1	5	5	0	0	0	0	1	1	10	6	10	8	8	5	0	0	0
GO:0004143	diacylglycerol kinase activity	molecular function	163	224	379	308	56	57	278	179	435	415	367	394	398	411	571	606	621	1806	1805	1730	396	791	1547
GO:0004144	diacylglycerol O-acyltransferase activity	molecular function	41	39	102	0	1051	1335	6791	1331	1433	1310	1282	2700	2722	2630	1198	1103	1194	2363	2304	2356	3564	7296	8441
GO:0004146	dihydrofolate reductase activity	molecular function	249	351	650	471	115	132	612	416	587	542	515	687	756	682	1053	1106	1052	2852	2935	2867	661	1183	2709
GO:0004150	dihydroneopterin aldolase activity	molecular function	725	673	1200	696	112	135	660	185	424	365	366	611	560	625	1099	1142	1121	2236	2192	2104	256	598	691
GO:0004152	dihydroorotate dehydrogenase activity	molecular function	510	455	872	533	100	106	506	163	273	259	248	343	325	328	745	687	695	1291	1259	1207	251	387	636
GO:0004156	dihydropteroate synthase activity	molecular function	46	20	71	42	3	3	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004161	dimethylallyltranstransferase activity	molecular function	185	151	249	123	31	30	137	71	132	124	112	125	150	165	395	348	335	444	469	437	45	71	203
GO:0004164	diphthine synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	molecular function	0	0	0	0	1	1	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004170	dUTP diphosphatase activity	molecular function	4	17	17	16	10	19	114	38	7	4	6	5	7	8	16	20	12	29	17	16	0	0	0
GO:0004175	endopeptidase activity	molecular function	0	0	1	0	1	1	6	13	3	2	8	5	7	10	75	93	87	124	99	109	10	16	103
GO:0004176	ATP-dependent peptidase activity	molecular function	6799	5708	10436	5701	678	695	3292	1172	2568	2583	2464	3648	3586	3524	9497	9231	9222	11768	11660	11462	3461	6529	8962
GO:0004177	aminopeptidase activity	molecular function	3831	3559	6344	3669	943	1019	5134	1525	3640	3635	3683	5123	5229	5119	9409	9245	9105	14729	15086	14535	4805	8994	13121
GO:0004180	carboxypeptidase activity	molecular function	30	23	37	26	2	0	2	11	5	6	2	1	0	1	19	17	14	8	5	1	1	0	11
GO:0004181	metallocarboxypeptidase activity	molecular function	2008	1623	2855	1285	494	524	2247	910	1496	1424	1361	2553	2600	2493	4429	4262	4183	3842	3906	3659	1576	3348	3223
GO:0004185	serine-type carboxypeptidase activity	molecular function	476	780	1288	983	309	324	1630	464	641	631	569	649	666	614	1516	1529	1415	3847	3926	3683	596	904	1759
GO:0004190	aspartic-type endopeptidase activity	molecular function	2926	2379	4514	2284	333	334	1795	688	1126	1158	1032	1597	1570	1523	3882	3891	3718	6386	6175	6132	1068	1886	3165
GO:0004197	cysteine-type endopeptidase activity	molecular function	2	1	1	0	22	26	109	43	49	64	52	75	72	69	128	100	97	149	138	127	86	187	225
GO:0004198	calcium-dependent cysteine-type endopeptidase activity	molecular function	0	0	0	0	3	4	17	12	19	10	24	21	23	18	43	36	39	65	64	75	14	37	138
GO:0004222	metalloendopeptidase activity	molecular function	16219	14022	26161	13992	2621	2843	13224	5069	9815	9618	9260	11839	11297	11350	28202	28354	27577	47839	47928	46778	11001	18248	30850
GO:0004252	serine-type endopeptidase activity	molecular function	14227	12961	23297	12522	4456	4856	22570	8248	14536	14161	13510	20613	20126	20047	34197	33474	32921	47091	46857	45625	16317	31249	40228
GO:0004298	threonine-type endopeptidase activity	molecular function	3184	2399	4351	2409	153	189	932	223	151	130	128	302	273	287	1865	1779	1828	1209	1292	1257	88	176	422
GO:0004308	exo-alpha-sialidase activity	molecular function	0	0	0	0	0	1	2	1	1	0	3	0	1	3	2	0	2	1	3	6	1	3	3
GO:0004312	fatty acid synthase activity	molecular function	2	7	12	0	24	32	135	45	60	37	47	77	73	65	83	67	68	194	191	180	5	20	18
GO:0004313	[acyl-carrier-protein] S-acetyltransferase activity	molecular function	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	3	6	0	2	0	0	0	0
GO:0004314	[acyl-carrier-protein] S-malonyltransferase activity	molecular function	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	3	6	0	2	0	0	0	0
GO:0004315	3-oxoacyl-[acyl-carrier-protein] synthase activity	molecular function	1423	1163	2125	1091	218	201	1080	339	956	879	875	1162	1133	1071	2603	2595	2531	3967	3989	3853	1350	2308	3115
GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity	molecular function	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	3	6	0	2	0	0	0	0
GO:0004317	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity	molecular function	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	3	6	0	2	0	0	0	0
GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity	molecular function	0	0	0	0	0	3	23	3	1	3	1	2	1	1	3	0	0	3	4	4	6	33	29
GO:0004319	enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific) activity	molecular function	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	3	6	0	2	0	0	0	0
GO:0004320	oleoyl-[acyl-carrier-protein] hydrolase activity	molecular function	0	1	1	0	0	0	1	0	0	0	0	0	0	0	3	3	6	0	2	0	0	0	0
GO:0004322	ferroxidase activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004325	ferrochelatase activity	molecular function	2207	2017	3821	2060	279	345	1549	388	1049	1091	1027	1907	1768	1687	3717	3784	3748	7066	7117	7068	1251	2148	3454
GO:0004326	tetrahydrofolylpolyglutamate synthase activity	molecular function	622	484	923	447	98	90	484	159	246	206	193	309	302	333	924	911	885	1114	1162	1097	215	363	555
GO:0004329	formate-tetrahydrofolate ligase activity	molecular function	5162	5296	9760	5884	330	296	1740	526	2060	2033	2071	3061	3234	3051	6193	6082	5942	4058	4126	4063	3284	6195	6423
GO:0004332	fructose-bisphosphate aldolase activity	molecular function	24	66	63	0	34	49	178	115	318	286	272	321	283	324	761	787	750	1202	1191	1227	393	623	1813
GO:0004334	fumarylacetoacetase activity	molecular function	5	12	37	0	36	35	154	55	190	188	167	331	329	306	180	155	178	877	810	805	156	247	466
GO:0004335	galactokinase activity	molecular function	0	0	2	0	18	24	117	40	31	31	14	39	38	35	29	14	19	65	64	55	3	6	5
GO:0004336	galactosylceramidase activity	molecular function	0	0	0	0	0	0	2	1	0	1	1	0	1	2	4	6	4	39	42	34	3	4	11
GO:0004339	glucan 1,4-alpha-glucosidase activity	molecular function	0	0	0	0	1	0	10	1	1	2	0	2	6	3	9	5	3	9	4	7	1	9	6
GO:0004340	glucokinase activity	molecular function	2330	2259	3976	2057	190	159	788	243	566	555	578	1045	1098	1011	3375	3280	3267	6109	6115	6128	805	1678	2186
GO:0004342	glucosamine-6-phosphate deaminase activity	molecular function	1	0	4	2	16	11	55	26	25	19	23	45	38	37	54	41	50	90	71	52	45	49	90
GO:0004345	glucose-6-phosphate dehydrogenase activity	molecular function	6361	5360	9580	4834	427	502	2343	880	2094	2165	2032	3780	3709	3472	9525	9697	9392	13107	13286	12901	2811	5798	8449
GO:0004347	glucose-6-phosphate isomerase activity	molecular function	977	1182	2243	1371	354	405	1976	672	1589	1590	1495	2255	2331	2234	3363	3379	3295	10347	10484	10302	2638	4395	8232
GO:0004348	glucosylceramidase activity	molecular function	0	0	0	0	2	3	15	9	1	2	0	1	3	4	8	10	6	30	16	19	0	0	0
GO:0004349	glutamate 5-kinase activity	molecular function	428	372	670	422	46	63	238	75	80	78	72	130	122	127	393	343	366	574	575	533	112	194	258
GO:0004350	glutamate-5-semialdehyde dehydrogenase activity	molecular function	442	367	608	388	29	29	151	61	75	69	72	120	123	122	357	302	335	492	526	531	91	159	224
GO:0004352	glutamate dehydrogenase (NAD+) activity	molecular function	2200	3291	5903	3261	276	375	1452	551	1774	1738	1584	2606	2704	2608	3612	3693	3634	10351	10595	10074	1443	2422	5713
